url,targetedBrand,time
https://p.m.0yeeeoyeeefaceb0okgrupoartisticobajacalifornia.filesusr.com/html/a96d75_975d47f0ac266cbe347c376d4cbaf9d7.html?*cWFjazZAZ21haWwuY29t*http://www.ibaebc.com.mx/**FacebookMe,"Facebook, Inc.",2024-09-15 18:34:23
https://rqwg74y1nhywaw.pages.dev/smart89/,"Office365",2024-09-15 18:35:01
https://rqwg74y1nhywaw.pages.dev/smart89/,"Office365",2024-09-15 18:35:01
http://amirarhami.persiangig.com/,"Yahoo! Inc",2024-09-15 18:35:23
http://amirarhami.persiangig.com/,"Yahoo! Inc",2024-09-15 18:35:23
https://home-100039-102210.weeblysite.com/,"AT&T Inc.",2024-09-15 18:35:38
https://home-100039-102210.weeblysite.com/,"AT&T Inc.",2024-09-15 18:35:38
https://home-100039-102210.weeblysite.com/,"AT&T Inc.",2024-09-15 18:35:38
https://home-100039-102210.weeblysite.com/,"AT&T Inc.",2024-09-15 18:35:38
https://home-100039-102210.weeblysite.com/,"AT&T Inc.",2024-09-15 18:35:38
https://home-100039-102210.weeblysite.com/,"AT&T Inc.",2024-09-15 18:35:38
https://home-100039-102210.weeblysite.com/,"AT&T Inc.",2024-09-15 18:35:38
https://home-100039-102210.weeblysite.com/,"AT&T Inc.",2024-09-15 18:35:38
https://home-100039-102210.weeblysite.com/,"AT&T Inc.",2024-09-15 18:35:38
https://home-100039-102210.weeblysite.com/,"AT&T Inc.",2024-09-15 18:35:38
https://home-100039-102210.weeblysite.com/,"AT&T Inc.",2024-09-15 18:35:38
https://appie.wwexpert.com/,"Apple Inc.",2024-09-15 18:36:33
https://appie.wwexpert.com/,"Apple Inc.",2024-09-15 18:36:33
https://appie.wwexpert.com/,"Apple Inc.",2024-09-15 18:36:33
https://appie.wwexpert.com/,"Apple Inc.",2024-09-15 18:36:33
https://appie.wwexpert.com/,"Apple Inc.",2024-09-15 18:36:33
https://appie.wwexpert.com/,"Apple Inc.",2024-09-15 18:36:33
https://appie.wwexpert.com/,"Apple Inc.",2024-09-15 18:36:33
https://appie.wwexpert.com/,"Apple Inc.",2024-09-15 18:36:33
https://appie.wwexpert.com/,"Apple Inc.",2024-09-15 18:36:33
https://appie.wwexpert.com/,"Apple Inc.",2024-09-15 18:36:33
https://appie.wwexpert.com/,"Apple Inc.",2024-09-15 18:36:33
https://appie.wwexpert.com/,"Apple Inc.",2024-09-15 18:36:33
https://appie.wwexpert.com/,"Apple Inc.",2024-09-15 18:36:33
http://mailidentify0333390aj2w9289927fhiwhaosecuredofficetool374q.pages.dev/,"Generic/Spear Phishing",2024-09-15 18:45:35
http://mailidentify0333390aj2w9289927fhiwhaosecuredofficetool374q.pages.dev/,"Generic/Spear Phishing",2024-09-15 18:45:35
http://mailidentify0333390aj2w9289927fhiwhaosecuredofficetool374q.pages.dev/,"Generic/Spear Phishing",2024-09-15 18:45:35
http://bafybeia2kqxj35avsqd2oos3tlb4rcau4ink3qm3c7sovuvt3md6mwpjna.ipfs.dweb.link/,"Crypto/Wallet",2024-09-15 18:46:51
http://bafybeia2kqxj35avsqd2oos3tlb4rcau4ink3qm3c7sovuvt3md6mwpjna.ipfs.dweb.link/,"Crypto/Wallet",2024-09-15 18:46:51
http://bafybeia2kqxj35avsqd2oos3tlb4rcau4ink3qm3c7sovuvt3md6mwpjna.ipfs.dweb.link/,"Crypto/Wallet",2024-09-15 18:46:51
http://bafybeia2kqxj35avsqd2oos3tlb4rcau4ink3qm3c7sovuvt3md6mwpjna.ipfs.dweb.link/,"Crypto/Wallet",2024-09-15 18:46:51
https://optusnet-com.blogspot.al/,"Singtel Optus",2024-09-15 18:49:08
https://optusnet-com.blogspot.al/,"Singtel Optus",2024-09-15 18:49:08
https://optusnet-com.blogspot.al/,"Singtel Optus",2024-09-15 18:49:08
https://optusnet-com.blogspot.al/,"Singtel Optus",2024-09-15 18:49:08
https://optusnet-com.blogspot.al/,"Singtel Optus",2024-09-15 18:49:08
https://optusnet-com.blogspot.al/,"Singtel Optus",2024-09-15 18:49:08
https://optusnet-com.blogspot.al/,"Singtel Optus",2024-09-15 18:49:08
https://optusnet-com.blogspot.al/,"Singtel Optus",2024-09-15 18:49:08
https://optusnet-com.blogspot.al/,"Singtel Optus",2024-09-15 18:49:08
